pH,Mg Bound (Initial),Mg Initial,Ca Bound (Initial),Ca Initial,C(4) Bound (Initial),C(4) Initial,Cl Bound (Initial),Cl Initial,cal_ini_mol,dol_ini_mol,C(4) Final,Ca Final,Mg Final,Cl Final,pH,Calcite,Dolomite
7.408004423,0.00173315,1.33E-08,4.55E-09,6.38E-07,9.41E-05,0.009507164,0.008687006,0.086264682,0.122,1.22E-06,0.004590142,0.004494843,0.001734347,0.008686891,6.931911785,0.117506322,0
7.913096634,0.004761674,1.53E-07,4.02E-09,3.22E-07,3.81E-06,0.006741013,0.004115261,0.093280749,0.122,1.22E-06,1.21E-05,0.002003401,0.002766591,0.004115261,11.54657059,0.118001519,0.001996304
7.15816995,0.006275586,1.37E-07,3.65E-09,9.37E-07,8.61E-05,0.007290575,0.003060269,0.003061913,0.122,1.22E-06,1.19E-05,0.002242677,0.00395877,0.003060269,11.77338064,0.117440511,0.002318036
7.032241114,0.002983405,1.08E-07,7.72E-09,7.89E-07,7.13E-05,0.003540378,0.009552579,0.076135413,0.122,1.22E-06,0.003336904,0.003587447,0.002661505,0.009552522,7.136612038,0.118090654,0.000323105
6.934280794,0.006016251,8.09E-08,6.70E-09,2.80E-07,3.28E-05,0.005167966,0.007014618,0.045942554,0.122,1.22E-06,1.14E-05,0.0026452,0.003349708,0.007014618,11.47379939,0.116688263,0.002667764
7.496089493,0.007424155,1.55E-07,5.27E-10,8.34E-07,8.22E-05,0.002027865,0.0043393,0.094426322,0.122,1.22E-06,1.16E-05,0.002626161,0.004727377,0.0043393,11.7996455,0.116677062,0.002697997
7.535132524,0.002978196,1.24E-07,6.03E-09,2.19E-07,2.57E-05,0.002762123,0.006997464,0.05422394,0.122,1.22E-06,0.001067669,0.002304154,0.001716006,0.006997462,7.730330436,0.118433663,0.00126341
6.829455217,0.001747486,1.61E-07,6.13E-09,8.31E-07,1.50E-05,0.00430762,0.005472805,0.095450781,0.122,1.22E-06,0.001913048,0.00208945,0.001556131,0.005472796,7.519100798,0.119719199,0.000192574
7.088019636,0.008103271,1.56E-07,8.57E-09,7.42E-07,3.99E-06,0.004849567,0.007138401,0.075809921,0.122,1.22E-06,1.12E-05,0.003107242,0.005003199,0.007138401,11.71784478,0.115792694,0.003101293
6.990527749,0.005774118,1.45E-07,2.18E-09,4.33E-07,8.74E-05,0.001500207,0.003685559,0.051151441,0.122,1.22E-06,1.19E-05,0.002187726,0.003510941,0.003685558,11.6914545,0.117549099,0.002264397
7.434778122,0.001607779,1.10E-07,7.02E-09,2.01E-07,9.10E-05,0.001994515,0.001916908,0.006020061,0.122,1.22E-06,1.68E-05,0.000794743,0.000738781,0.001916908,10.94459208,0.120336266,0.000870218
7.881617654,0.006403489,6.14E-08,5.09E-09,6.08E-07,7.18E-05,0.008716194,0.00858246,0.02802415,0.122,1.22E-06,1.12E-05,0.002941447,0.003401478,0.00858246,11.37434407,0.116056547,0.003003231
7.31611859,0.009032754,1.73E-07,7.69E-09,8.01E-07,9.26E-05,0.001451566,0.00627555,0.069261382,0.122,1.22E-06,1.12E-05,0.003165026,0.005786335,0.00627555,11.82511536,0.115588564,0.003247639
7.991868093,0.004920857,6.69E-08,3.84E-09,5.35E-07,5.72E-05,0.001534972,0.002528581,0.016940816,0.122,1.22E-06,1.24E-05,0.001873933,0.003002112,0.002528581,11.68050926,0.118207325,0.001919966
7.654400274,0.002297941,2.24E-08,3.09E-09,4.76E-07,7.00E-05,0.006925186,0.002021891,0.002322011,0.122,1.22E-06,1.45E-05,0.001062865,0.001179633,0.002021891,11.26115967,0.11981883,0.001119529
6.435516914,0.001583623,1.12E-07,5.75E-09,4.85E-07,8.50E-05,0.008372154,0.008079042,0.081898785,0.122,1.22E-06,0.004350354,0.004264151,0.001584825,0.008078947,6.964694153,0.117737025,0
6.698614208,0.009383801,1.43E-07,5.65E-09,5.43E-07,9.14E-05,0.002326073,0.004098122,0.060524679,0.122,1.22E-06,1.14E-05,0.002993166,0.006310625,0.004098122,11.9319059,0.115933664,0.003074396
6.010634444,0.007955421,1.31E-07,8.62E-09,6.89E-07,5.99E-05,0.003518281,0.007453708,0.03489838,0.122,1.22E-06,1.11E-05,0.003107456,0.00479921,0.007453708,11.68103134,0.115736343,0.003157431
7.815184944,0.006673386,9.89E-08,1.56E-09,9.42E-07,7.24E-05,0.008725604,0.005463623,0.065983576,0.122,1.22E-06,1.15E-05,0.002590862,0.004021662,0.005463623,11.67300784,0.116757415,0.002652945
6.659782432,0.005167038,1.45E-07,8.57E-09,5.30E-07,9.83E-08,0.000222008,0.001281691,0.066382206,0.122,1.22E-06,1.25E-05,0.001840594,0.003338861,0.001281691,11.78345156,0.118331238,0.001829397
7.831735929,0.007324976,1.76E-07,2.27E-09,7.01E-07,9.28E-05,0.007631102,0.008645644,0.037630451,0.122,1.22E-06,1.11E-05,0.003137842,0.004105384,0.008645644,11.52095015,0.115642568,0.003220813
6.143723099,0.004964735,1.51E-07,1.28E-09,7.42E-07,1.12E-05,0.000632846,0.005251475,0.095386401,0.122,1.22E-06,1.19E-05,0.002179451,0.002785927,0.005251475,11.47141684,0.117641742,0.002180029
7.886677808,0.008167044,1.99E-07,1.46E-09,3.19E-07,3.67E-05,0.001557612,0.00786429,0.024484788,0.122,1.22E-06,1.11E-05,0.003207764,0.00493366,0.00786429,11.67958729,0.115558854,0.003234605
6.308947114,0.002292147,1.52E-07,2.58E-09,4.05E-07,9.72E-05,0.008402319,0.004147665,0.025136261,0.122,1.22E-06,1.81E-05,0.001241405,0.000971636,0.004147662,10.25273693,0.119438086,0.001321731
6.014318888,0.002141581,1.70E-07,1.11E-09,8.89E-07,8.68E-05,0.001807312,0.002153448,0.004191365,0.122,1.22E-06,1.49E-05,0.001012482,0.001057208,0.002153447,11.16997908,0.119903146,0.001085594
7.026114148,0.005069795,2.87E-08,2.39E-09,6.36E-07,9.50E-05,0.007029725,0.001922133,0.072969972,0.122,1.22E-06,1.25E-05,0.001847575,0.003139693,0.001922133,11.73006412,0.118222325,0.001931323
7.594842121,0.0032624,5.27E-08,4.09E-09,8.73E-07,7.70E-05,0.001174351,0.002052987,0.052291272,0.122,1.22E-06,1.34E-05,0.001371794,0.001827013,0.002052987,11.48860062,0.119192823,0.001436607
7.059124838,0.006921596,1.61E-07,6.52E-09,9.15E-07,4.38E-05,0.004657391,0.006128372,0.053966305,0.122,1.22E-06,1.14E-05,0.002730099,0.004159066,0.006128372,11.65965133,0.116507377,0.002763751
7.143425067,0.003457134,1.25E-07,3.80E-09,6.68E-07,5.47E-05,0.001494958,0.007061285,0.036655088,0.122,1.22E-06,0.000269391,0.002103322,0.001568488,0.007061292,8.358784941,0.118008036,0.001889868
6.723335684,0.00937258,1.81E-07,4.22E-09,9.09E-07,5.18E-06,0.004683413,0.004254789,0.096578695,0.122,1.22E-06,1.14E-05,0.003023604,0.006355166,0.004254789,11.93029589,0.115958986,0.003018635
6.564065766,0.005024359,1.69E-07,8.66E-10,2.76E-07,7.02E-05,0.001660322,0.007788077,0.012101986,0.122,1.22E-06,1.16E-05,0.002510827,0.002454933,0.007788076,11.10954847,0.116919747,0.002570646
6.159669352,0.003439373,1.54E-07,7.68E-10,5.64E-07,7.26E-05,0.00509155,0.009393377,0.064206187,0.122,1.22E-06,0.002449083,0.003337577,0.002478245,0.009393352,7.277608302,0.117701293,0.000962342
6.429417328,0.004572799,3.31E-08,1.08E-09,3.21E-07,7.16E-05,0.004120278,0.0093793,0.075011231,0.122,1.22E-06,0.000384521,0.002801028,0.002084692,0.009379311,8.107879244,0.116710866,0.00248933
7.090061925,0.006971221,8.20E-08,2.50E-09,9.16E-07,9.69E-05,0.00260926,0.007421053,0.085358342,0.122,1.22E-06,1.12E-05,0.002894007,0.003991538,0.007421053,11.56930784,0.116126313,0.002980903
6.836114299,0.00201896,1.51E-07,2.47E-09,8.63E-07,2.05E-05,0.001073971,0.007671466,0.002044157,0.122,1.22E-06,0.003299704,0.003277995,0.002020168,0.007671415,7.15868512,0.118723206,0
7.275909923,0.00137629,1.92E-07,8.02E-09,5.98E-07,8.04E-05,0.003844243,0.006341641,0.051230622,0.122,1.22E-06,0.003350087,0.00326851,0.001377503,0.006341604,7.140901035,0.1187327,0
7.270668092,0.00824972,1.37E-07,9.68E-09,3.22E-07,8.01E-05,0.001826582,0.002185944,0.038265682,0.122,1.22E-06,1.17E-05,0.002586522,0.005594814,0.002185944,11.94103968,0.116758581,0.002656126
7.383464975,0.009675346,1.98E-07,4.80E-09,5.69E-07,8.23E-05,0.009782293,0.004752401,0.062866595,0.122,1.22E-06,1.13E-05,0.003118471,0.006485907,0.004752401,11.92453557,0.115692095,0.003190659
6.866891403,0.002037597,6.79E-08,7.12E-09,4.54E-07,6.08E-05,0.001111295,0.002080314,0.086929999,0.122,1.22E-06,1.51E-05,0.000979053,0.001012851,0.002080314,11.15383729,0.119996208,0.001025966
7.968323249,0.005610417,1.18E-07,7.90E-09,6.69E-07,1.06E-05,0.006224018,0.008328453,0.067647059,0.122,1.22E-06,1.14E-05,0.002742221,0.002868973,0.008328453,11.23014826,0.116516344,0.002742664
6.244222989,0.004034831,2.26E-08,6.69E-09,4.06E-07,4.84E-05,0.007017974,0.001578889,0.076333831,0.122,1.22E-06,1.29E-05,0.001560988,0.002438378,0.001578889,11.64788042,0.118842565,0.001597673
6.897760179,0.004598508,1.87E-07,2.08E-09,5.90E-07,7.63E-05,0.006793671,0.009084454,0.08567464,0.122,1.22E-06,6.61E-05,0.002627743,0.001960546,0.009084452,8.953714022,0.116734298,0.002639182
7.10095972,0.004885683,1.12E-08,9.88E-09,4.22E-07,9.22E-05,0.00650826,0.001184993,0.08480774,0.122,1.22E-06,1.27E-05,0.001739912,0.003066206,0.001184993,11.7566794,0.118440621,0.001820698
7.376624334,0.004571899,8.33E-08,1.17E-09,6.26E-07,9.60E-05,1.22E-06,0.007901249,0.085742185,0.122,1.22E-06,1.21E-05,0.002408487,0.002079545,0.007901248,10.80923005,0.11709916,0.002493574
6.108620341,0.0082357,9.96E-08,4.11E-09,8.50E-07,1.24E-05,1.83E-05,0.008127055,0.057188486,0.122,1.22E-06,1.10E-05,0.003261039,0.004973269,0.008127055,11.6731215,0.115476534,0.003263651
7.88879219,0.004546246,1.26E-07,8.91E-09,7.10E-07,1.46E-05,0.003059668,0.003790447,0.055797833,0.122,1.22E-06,1.23E-05,0.001910911,0.002633007,0.003790447,11.54151899,0.118175859,0.00191446
7.962375334,0.001718393,1.83E-07,4.70E-09,4.05E-07,9.67E-05,0.002280465,0.00975571,0.042143607,0.122,1.22E-06,0.005363323,0.005265418,0.001719581,0.009755524,6.83023853,0.116735707,0
7.268272443,0.004004844,3.74E-08,6.76E-09,9.47E-07,4.99E-06,0.001466776,0.005171135,0.048661349,0.122,1.22E-06,1.23E-05,0.001918783,0.00209335,0.005171135,11.26850317,0.11816973,0.001912715
6.126001902,0.009356981,3.93E-08,1.44E-09,8.77E-07,9.49E-05,0.003439106,0.007770313,0.098255683,0.122,1.22E-06,1.10E-05,0.003409914,0.005863156,0.007770313,11.7803902,0.115096262,0.003495046
7.374111939,0.005039052,5.63E-08,5.54E-09,4.71E-07,8.23E-05,0.0003921,0.006167626,0.0097477,0.122,1.22E-06,1.18E-05,0.002291645,0.002676894,0.006167626,11.36997953,0.117346203,0.002363378
7.793799195,0.004959202,5.59E-08,9.35E-09,6.03E-07,9.67E-05,0.003000122,0.003952584,0.013496525,0.122,1.22E-06,1.21E-05,0.00201305,0.002861598,0.003952584,11.57525743,0.117889356,0.002098824
6.229276043,0.006279823,4.36E-08,2.55E-09,7.17E-07,2.20E-05,0.006478308,0.004680302,0.08486291,0.122,1.22E-06,1.17E-05,0.002425578,0.003843932,0.004680302,11.68702934,0.117138534,0.002437111
6.358782986,0.005103516,7.14E-08,2.30E-09,9.28E-07,3.54E-05,0.003783463,0.00611968,0.014668993,0.122,1.22E-06,1.17E-05,0.002313239,0.00276662,0.006119679,11.39934813,0.117349867,0.002338117
6.269185976,0.00599697,4.01E-08,8.44E-09,3.72E-07,4.46E-05,0.008552564,0.008284526,0.05614283,0.122,1.22E-06,1.13E-05,0.002814985,0.003148691,0.008284526,11.32797251,0.116336744,0.0028495
6.48771934,0.003946331,1.60E-07,1.50E-09,7.53E-07,3.05E-05,0.002422826,0.001240057,0.065013223,0.122,1.22E-06,1.31E-05,0.00151439,0.002414544,0.001240057,11.66430058,0.118953825,0.001533007
6.194533291,0.007857715,3.90E-08,3.14E-10,5.60E-07,2.95E-05,0.009101487,0.006188911,0.043491839,0.122,1.22E-06,1.13E-05,0.002935794,0.004903664,0.006188911,11.74530895,0.116110156,0.002955271
6.893780517,0.003163463,1.79E-07,9.09E-09,4.21E-07,9.53E-05,0.005543608,0.003813153,0.04642092,0.122,1.22E-06,1.31E-05,0.001497231,0.001584048,0.003813153,11.20939636,0.118923363,0.001580635
6.497162705,0.002153152,1.34E-08,1.58E-09,3.68E-07,8.33E-05,0.007330735,0.00874346,0.036773037,0.122,1.22E-06,0.004012729,0.003928215,0.002154352,0.008743379,7.029274328,0.11807297,0
7.80142201,0.009339954,1.63E-07,6.87E-09,8.63E-07,9.01E-06,0.006004304,0.007929258,0.084532301,0.122,1.22E-06,1.10E-05,0.003443137,0.005898795,0.007929258,11.7780749,0.115115711,0.003442379
7.040290553,0.004703435,3.73E-08,8.75E-09,2.29E-07,7.49E-05,0.004992057,0.001301256,0.070819009,0.122,1.22E-06,1.27E-05,0.001707533,0.002933675,0.001301256,11.73464545,0.118522715,0.001770981
7.430675832,0.009392801,6.41E-08,6.76E-09,9.26E-07,3.62E-05,0.004254134,0.00821599,0.094333611,0.122,1.22E-06,1.10E-05,0.003485363,0.005882163,0.00821599,11.76639466,0.115004005,0.003511859
7.841177668,0.007909369,1.20E-08,9.09E-09,3.57E-07,6.18E-07,0.004123829,0.005305537,0.035914536,0.122,1.22E-06,1.14E-05,0.002849549,0.005070589,0.005305537,11.79582959,0.116311681,0.00284
7.599616279,0.002304504,1.12E-07,7.77E-09,3.97E-07,7.38E-06,0.006324722,0.006093206,0.003940096,0.122,1.22E-06,0.001447375,0.002146031,0.00159847,0.0060932,7.625628221,0.119147942,0.000707253
6.198157399,0.009065287,3.34E-08,5.21E-09,8.60E-07,2.18E-05,0.005409466,0.001485085,0.059299477,0.122,1.22E-06,1.17E-05,0.002698214,0.006356946,0.001485085,12.00686262,0.116593451,0.002709561
6.558960695,0.008945843,7.80E-08,5.42E-09,4.98E-07,3.54E-05,0.000322638,0.001105168,0.00943795,0.122,1.22E-06,1.18E-05,0.002639554,0.00628266,0.001105168,12.01278768,0.116697268,0.002664403
6.501760873,0.008967324,1.98E-07,2.01E-09,6.31E-07,5.32E-05,0.005228849,0.003760111,0.055630313,0.122,1.22E-06,1.15E-05,0.002885715,0.006039873,0.003760111,11.92382891,0.116186836,0.002928672
6.38305477,0.003407086,1.14E-07,1.80E-09,9.95E-07,4.64E-05,0.008007752,0.00772824,0.007670898,0.122,1.22E-06,0.000985641,0.002491512,0.001854823,0.007728242,7.739296428,0.117956228,0.001553483
6.254332487,0.007277965,1.94E-07,8.06E-09,7.13E-07,3.66E-05,0.006927165,0.001075286,0.052630126,0.122,1.22E-06,1.20E-05,0.002295879,0.004957482,0.001075286,11.93186714,0.117383646,0.002321704
7.062218266,0.006626129,2.06E-08,8.71E-09,4.61E-07,5.81E-05,0.002203649,0.007645677,0.098288078,0.122,1.22E-06,1.13E-05,0.002859072,0.003720172,0.007645677,11.50853334,0.116234979,0.002907178
7.361281683,0.006290186,9.54E-08,1.19E-09,3.30E-07,6.74E-05,0.008418461,0.00154206,0.002252841,0.122,1.22E-06,1.22E-05,0.002111458,0.004123475,0.00154206,11.85010414,0.117721832,0.002167932
7.028352528,0.002929251,1.89E-07,3.98E-09,2.07E-07,5.60E-06,0.005299515,0.002045031,0.069025717,0.122,1.22E-06,1.36E-05,0.001291394,0.001645867,0.002045031,11.43868162,0.119425227,0.001284604
7.447266766,0.004066775,9.77E-08,1.45E-09,3.72E-07,9.55E-05,0.005907955,0.002477998,0.060608047,0.122,1.22E-06,1.28E-05,0.001634096,0.002349971,0.002477998,11.57425851,0.118649101,0.001718025
6.086735655,0.002090786,1.15E-07,5.40E-10,5.39E-07,9.37E-05,0.009954006,0.009132519,0.031194825,0.122,1.22E-06,0.004404191,0.004309239,0.002091982,0.009132412,6.965362004,0.117691931,0
7.579954904,0.009437475,1.68E-07,8.62E-09,7.90E-07,1.13E-05,0.006134567,0.006876168,0.084074591,0.122,1.22E-06,1.11E-05,0.003328497,0.006108763,0.006876168,11.83186204,0.1153428,0.003329932
6.418569888,0.005910989,1.74E-08,8.64E-09,5.31E-07,9.13E-05,0.008228585,0.002291994,0.036432201,0.122,1.22E-06,1.21E-05,0.002084846,0.003746969,0.002291994,11.78346151,0.117751143,0.00216524
6.646767086,0.003293903,1.18E-07,9.76E-09,6.13E-07,9.32E-05,0.008778229,0.001956247,0.055043699,0.122,1.22E-06,1.34E-05,0.001368349,0.001845728,0.001956247,11.5015434,0.119183486,0.001449395
6.709131196,0.003976963,1.82E-07,4.36E-09,8.97E-07,4.26E-05,0.000141834,0.005177995,0.056476959,0.122,1.22E-06,1.23E-05,0.001901378,0.002045325,0.005177995,11.24774389,0.118166988,0.001932859
7.703680585,0.006743006,1.68E-07,3.22E-09,2.96E-07,6.56E-05,0.00440331,0.001718996,0.068859004,0.122,1.22E-06,1.20E-05,0.00222871,0.004460698,0.001718996,11.87248944,0.117488985,0.002283528
6.412319784,0.006120585,4.48E-08,8.93E-09,3.96E-07,8.17E-05,0.004275821,0.006012904,0.047899987,0.122,1.22E-06,1.15E-05,0.002530285,0.003520163,0.006012903,11.5687329,0.116869303,0.002601642
6.072675574,0.006984433,5.50E-08,3.90E-09,3.46E-07,3.70E-05,0.005979312,0.005445112,0.010406723,0.122,1.22E-06,1.15E-05,0.002664186,0.004294681,0.005445112,11.70816131,0.116646066,0.002690973
7.857209391,0.003513802,1.46E-08,7.65E-09,4.93E-07,8.34E-05,0.008311416,0.008636091,0.040774297,0.122,1.22E-06,0.001683897,0.002933447,0.002180822,0.008636088,7.466340191,0.117733581,0.0013342
7.916212006,0.004364897,1.24E-07,6.99E-09,7.98E-07,8.34E-05,0.0079475,0.008371959,0.068080453,0.122,1.22E-06,1.56E-05,0.002432025,0.001865129,0.008371955,10.07650708,0.117068213,0.002500988
6.031442528,0.003258847,1.07E-07,2.50E-10,3.78E-07,8.24E-05,0.002978947,0.005027379,0.017677023,0.122,1.22E-06,1.30E-05,0.001661964,0.001527498,0.005027379,10.9541763,0.118606687,0.001732569
7.283288482,0.008950865,1.80E-07,3.38E-09,6.13E-07,8.14E-05,0.002516578,0.002282987,0.03017085,0.122,1.22E-06,1.16E-05,0.002735288,0.006145827,0.002282987,11.97305921,0.116459678,0.002806258
6.474775169,0.001090404,1.57E-07,6.17E-10,9.38E-07,5.90E-05,0.004745855,0.00743562,0.006658032,0.122,1.22E-06,0.004545063,0.004484854,0.00109161,0.007435516,6.925467118,0.117516305,0
6.069431741,0.006587882,5.15E-08,3.66E-09,7.69E-07,3.56E-06,0.006037047,0.008530325,0.024880157,0.122,1.22E-06,1.12E-05,0.0029875,0.003607978,0.008530325,11.42830768,0.1160326,0.002981124
6.576818237,0.001709825,1.19E-07,9.83E-09,7.51E-07,8.24E-05,0.004455293,0.002286492,0.090183748,0.122,1.22E-06,1.64E-05,0.000864105,0.000779751,0.002286492,10.87680827,0.120205831,0.000931294
6.815270935,0.007232681,1.50E-07,6.13E-09,4.98E-07,3.94E-05,0.006922694,0.001858202,0.001593617,0.122,1.22E-06,1.19E-05,0.002353258,0.004851928,0.001858202,11.89867583,0.117265996,0.002381973
7.767052081,0.009864361,5.13E-08,2.53E-09,3.02E-07,7.07E-05,0.004273904,0.002600525,0.046148571,0.122,1.22E-06,1.15E-05,0.002942443,0.006862688,0.002600525,12.00554589,0.116055886,0.003002894
7.648891837,0.005713599,1.81E-07,6.84E-09,4.12E-07,3.38E-05,0.004300652,0.003161217,0.087328218,0.122,1.22E-06,1.20E-05,0.002133793,0.003558024,0.003161217,11.7228042,0.117710639,0.002156795
6.661735779,0.009195472,1.39E-07,6.23E-09,7.57E-07,5.18E-05,0.00780299,0.004064857,0.01588895,0.122,1.22E-06,1.14E-05,0.00296118,0.006193954,0.004064857,11.92516873,0.116037308,0.003002738
7.580519325,0.007532554,8.89E-08,4.90E-09,7.17E-07,1.95E-05,0.006291955,0.006533518,0.041044509,0.122,1.22E-06,1.13E-05,0.002913329,0.004611041,0.006533518,11.69826989,0.116165163,0.002922733
6.063866323,0.005491382,6.33E-08,4.48E-09,6.06E-07,3.81E-05,0.008107385,0.00354236,0.048221247,0.122,1.22E-06,1.20E-05,0.002117346,0.003347971,0.00354236,11.67642237,0.117739247,0.002144632
7.176467511,0.001218129,1.43E-07,9.92E-09,3.88E-07,4.33E-05,0.005379771,0.004106142,0.069603029,0.122,1.22E-06,0.001696304,0.00165178,0.001219349,0.00410614,7.644084569,0.120349449,0
7.468555545,0.005815365,7.09E-08,7.07E-09,7.41E-07,1.56E-05,0.004891404,0.002852592,0.024141144,0.122,1.22E-06,1.21E-05,0.002132381,0.003679468,0.002852592,11.75147409,0.117731729,0.002137118
6.419854304,0.005710045,1.27E-07,5.13E-09,4.52E-07,8.77E-05,0.001812546,0.005603176,0.033087542,0.122,1.22E-06,1.17E-05,0.002383999,0.003250062,0.005603176,11.54458572,0.117156023,0.002461203
7.107995622,0.001334793,1.34E-07,1.12E-09,5.25E-07,3.16E-05,0.005218014,0.006212676,0.050610383,0.122,1.22E-06,0.003235013,0.003202237,0.001336005,0.006212637,7.159966743,0.118798965,0
6.076142717,0.008055022,5.80E-08,1.87E-09,5.82E-07,8.57E-05,0.008623427,0.008172389,0.028508289,0.122,1.22E-06,1.10E-05,0.003217887,0.004762488,0.008172389,11.6446313,0.115489581,0.003293754
7.296570594,0.009020624,1.72E-07,3.75E-09,3.86E-07,4.95E-05,0.003727549,0.009130466,0.079338445,0.122,1.22E-06,1.09E-05,0.003539942,0.005442102,0.009130465,11.68640003,0.114881539,0.003579743
7.770890476,0.005734073,8.29E-08,8.46E-09,2.92E-07,1.87E-05,0.005474227,0.008968339,0.042361787,0.122,1.22E-06,1.13E-05,0.002865386,0.002861339,0.008968339,11.15699579,0.116261889,0.002873955
7.532934534,0.002295213,1.95E-07,7.45E-10,6.53E-07,4.38E-05,0.004856047,0.002060864,0.084895251,0.122,1.22E-06,1.45E-05,0.001073907,0.001191954,0.002060864,11.26170432,0.119822835,0.001104479
7.404010521,0.004839498,1.54E-07,9.53E-09,5.24E-07,1.74E-05,0.004234989,0.005412788,0.081501827,0.122,1.22E-06,1.19E-05,0.002165246,0.002668781,0.005412788,11.43035617,0.117664047,0.002171937
6.764513177,0.001034096,2.86E-08,4.27E-10,3.90E-07,3.70E-06,0.001215228,0.004500086,0.093976603,0.122,1.22E-06,0.002284665,0.002279741,0.001035314,0.004500073,7.402383949,0.119721473,0
7.821684096,0.002798822,1.20E-07,3.57E-09,9.72E-07,8.99E-06,0.006830047,0.009293581,0.054054398,0.122,1.22E-06,0.003328379,0.003512138,0.002606062,0.009293516,7.143572592,0.118295099,0.000193963
6.445831821,0.004242756,1.54E-07,4.80E-09,4.26E-07,7.01E-05,0.00578913,0.003139656,0.002772862,0.122,1.22E-06,1.25E-05,0.001750567,0.002434596,0.003139656,11.54563149,0.118441279,0.00180938
6.182598529,0.0040186,8.49E-08,9.60E-09,7.14E-07,9.02E-05,0.006159115,0.002202087,0.059446251,0.122,1.22E-06,1.28E-05,0.001597868,0.002343387,0.002202087,11.59158411,0.118726929,0.001676433
6.869305666,0.007874773,4.97E-08,9.35E-09,9.27E-07,2.88E-05,0.007659804,0.006014109,0.036567005,0.122,1.22E-06,1.13E-05,0.002918598,0.004938703,0.006014109,11.7558672,0.116145342,0.002937291
7.870237563,0.009007243,1.93E-08,8.53E-09,9.80E-07,7.86E-05,0.005187475,0.006941928,0.014595541,0.122,1.22E-06,1.11E-05,0.003243162,0.005696556,0.006941928,11.79435745,0.11544616,0.003311907
6.893158553,0.00401726,7.55E-08,6.79E-09,8.04E-07,3.32E-05,0.00662813,0.003393671,0.035376801,0.122,1.22E-06,1.26E-05,0.001723621,0.002273041,0.003393671,11.49068038,0.118532166,0.00174544
7.759949572,0.004975525,1.16E-07,5.98E-09,5.67E-07,3.95E-05,0.004321559,0.006470188,0.060796747,0.122,1.22E-06,1.17E-05,0.002325235,0.002622483,0.006470188,11.32597804,0.117321729,0.002354262
6.554369351,0.005401883,1.25E-07,9.56E-09,9.62E-07,1.63E-05,0.005980556,0.009389636,0.001979764,0.122,1.22E-06,1.15E-05,0.002858541,0.002538608,0.009389636,10.90533671,0.116278193,0.002864496
7.551167516,0.005793739,1.67E-07,7.54E-09,4.15E-07,5.87E-05,0.002564207,0.005611753,0.021357801,0.122,1.22E-06,1.16E-05,0.002411556,0.003335124,0.005611753,11.55969162,0.117129837,0.002459835
7.278254185,0.002460099,1.62E-07,1.61E-09,8.33E-07,5.08E-05,0.008648485,0.004025583,0.074078575,0.122,1.22E-06,1.45E-05,0.001303225,0.001120564,0.004025583,10.75566997,0.119357242,0.001340755
6.470191924,0.005141876,1.04E-07,2.41E-09,8.91E-07,6.70E-05,0.008986454,0.003128147,0.021555427,0.122,1.22E-06,1.22E-05,0.001983573,0.003103495,0.003128147,11.66308897,0.117978048,0.002039602
